 0.19896753,-0.84823002, 2.29336264,-0.84823002,-0.84823002, 3.3405601,1.0
 0.2146755 ,-0.83252205, 2.3090706 ,-0.83252205,-0.83252205, 3.3562681,1.0
 0.23038346,-0.81681409, 2.32477856,-0.81681409,-0.81681409, 3.3719761,1.0
 0.24609142,-0.80110613, 2.34048653,-0.80110613,-0.80110613, 3.3876840,1.0
 0.26179939,-0.78539816, 2.35619449,-0.78539816,-0.78539816, 3.4033920,1.0
 0.27750735,-0.7696902 , 2.37190245,-0.7696902 ,-0.7696902 , 3.4191   ,1.0
 0.29321531,-0.75398224, 2.38761042,-0.75398224,-0.75398224, 3.4348079,1.0
 0.30892328,-0.73827427, 2.40331838,-0.73827427,-0.73827427, 3.4505159,1.0
 0.32463124,-0.72256631, 2.41902634,-0.72256631,-0.72256631, 3.4662238,1.0
 0.3403392 ,-0.70685835, 2.43473431,-0.70685835,-0.70685835, 3.4819318,1.0
 0.35604717,-0.69115038, 2.45044227,-0.69115038,-0.69115038, 3.4976398,1.0
 0.37175513,-0.67544242, 2.46615023,-0.67544242,-0.67544242, 3.5133477,1.0
 0.38746309,-0.65973446, 2.4818582 ,-0.65973446,-0.65973446, 3.5290557,1.0
 0.40317106,-0.64402649, 2.49756616,-0.64402649,-0.64402649, 3.5447637,1.0
 0.41887902,-0.62831853, 2.51327412,-0.62831853,-0.62831853, 3.5604716,1.0
 0.43458698,-0.61261057, 2.52898209,-0.61261057,-0.61261057, 3.5761796,1.0
 0.45029495,-0.5969026 , 2.54469005,-0.5969026 ,-0.5969026 , 3.5918876,1.0
 0.46600291,-0.58119464, 2.56039801,-0.58119464,-0.58119464, 3.6075955,1.0
 0.48171087,-0.56548668, 2.57610598,-0.56548668,-0.56548668, 3.6233035,1.0
 0.49741884,-0.54977871, 2.59181394,-0.54977871,-0.54977871, 3.6390114,1.0
 0.5131268 ,-0.53407075, 2.6075219 ,-0.53407075,-0.53407075, 3.6547194,1.0
 0.52883476,-0.51836279, 2.62322987,-0.51836279,-0.51836279, 3.6704274,1.0
 0.54454273,-0.50265482, 2.63893783,-0.50265482,-0.50265482, 3.6861353,1.0
 0.56025069,-0.48694686, 2.65464579,-0.48694686,-0.48694686, 3.7018433,1.0
 0.57595865,-0.4712389 , 2.67035376,-0.4712389 ,-0.4712389 , 3.7175513,1.0
 0.59166662,-0.45553093, 2.68606172,-0.45553093,-0.45553093, 3.7332592,1.0
 0.60737458,-0.43982297, 2.70176968,-0.43982297,-0.43982297, 3.7489672,1.0
 0.62308254,-0.42411501, 2.71747765,-0.42411501,-0.42411501, 3.7646752,1.0
 0.63879051,-0.40840704, 2.73318561,-0.40840704,-0.40840704, 3.7803831,1.0
 0.65449847,-0.39269908, 2.74889357,-0.39269908,-0.39269908, 3.7960911,1.0
 0.67020643,-0.37699112, 2.76460154,-0.37699112,-0.37699112, 3.8117990,1.0
 0.6859144 ,-0.36128316, 2.7803095 ,-0.36128316,-0.36128316, 3.8275070,1.0
 0.70162236,-0.34557519, 2.79601746,-0.34557519,-0.34557519, 3.8432150,1.0
 0.71733032,-0.32986723, 2.81172542,-0.32986723,-0.32986723, 3.8589229,1.0
 0.73303829,-0.31415927, 2.82743339,-0.31415927,-0.31415927, 3.8746309,1.0
 0.74874625,-0.2984513 , 2.84314135,-0.2984513 ,-0.2984513 , 3.8903389,1.0
 0.76445421,-0.28274334, 2.85884931,-0.28274334,-0.28274334, 3.9060468,1.0
 0.78016218,-0.26703538, 2.87455728,-0.26703538,-0.26703538, 3.9217548,1.0
 0.79587014,-0.25132741, 2.89026524,-0.25132741,-0.25132741, 3.9374627,1.0
 0.8115781 ,-0.23561945, 2.9059732 ,-0.23561945,-0.23561945, 3.9531707,1.0
 0.82728607,-0.21991149, 2.92168117,-0.21991149,-0.21991149, 3.9688787,1.0
 0.84299403,-0.20420352, 2.93738913,-0.20420352,-0.20420352, 3.9845866,1.0
 0.85870199,-0.18849556, 2.95309709,-0.18849556,-0.18849556, 4.0002946,1.0
 0.87440996,-0.1727876 , 2.96880506,-0.1727876 ,-0.1727876 , 4.0160026,1.0
 0.89011792,-0.15707963, 2.98451302,-0.15707963,-0.15707963, 4.0317105,1.0
 0.90582588,-0.14137167, 3.00022098,-0.14137167,-0.14137167, 4.0474185,1.0
 0.92153385,-0.12566371, 3.01592895,-0.12566371,-0.12566371, 4.0631265,1.0
 0.93724181,-0.10995574, 3.03163691,-0.10995574,-0.10995574, 4.0788344,1.0
 0.95294977,-0.09424778, 3.04734487,-0.09424778,-0.09424778, 4.0945424,1.0
 0.96865773,-0.07853982, 3.06305284,-0.07853982,-0.07853982, 4.1102503,1.0
 0.9843657 ,-0.06283185, 3.0787608 ,-0.06283185,-0.06283185, 4.1259583,1.0
 1.00007366,-0.04712389, 3.09446876,-0.04712389,-0.04712389, 4.1416663,1.0
 1.01578162,-0.03141593, 3.11017673,-0.03141593,-0.03141593, 4.1573742,1.0
 1.03148959,-0.01570796, 3.12588469,-0.01570796,-0.01570796, 4.1730822,1.0
 1.04719755e+00,-2.19269047e-15, 3.14159265e+00,-2.19269047e-15,
 -2.19269047e-15, 4.18879020e+0,1.0
